Title,Original Title,Seen,Original DVD,Production Year,Running Time,Genre,Cover Image Front
Uma Verdade Inconveniente: Alerta Global,An Inconvenient Truth,TRUE,TRUE,2006,93,Documentário,Z:\Databases\DVD_1\Images\5601887490370.15F.JPG
Uma Vida A Dois,The Story Of Us,FALSE,TRUE,1999,92,Drama,Z:\Databases\DVD_1\Images\5601887409884.15F.JPG
Uma Vida de Insecto,A Bug's Life,TRUE,TRUE,1998,91,Animação,Z:\Databases\DVD_1\Images\5601887401024.15F.JPG
Uma Vida Inacabada,An Unfinished Life,FALSE,TRUE,2005,103,,Z:\Databases\DVD_1\Images\5602193329651.15F.JPG
Uma vida normal,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M100.15F.JPG
Underground - Era Uma Vez Um País,Podzemlje - bila jednom jedna zemlje,FALSE,TRUE,1995,170,Drama,Z:\Databases\DVD_1\Images\I1FF8C4512BD83D90.15F.JPG
Underworld: Evolução,Underworld: Evolution,TRUE,TRUE,2006,102,Acção,Z:\Databases\DVD_1\Images\5608652029216.15F.JPG
Universidade Marshall,,TRUE,TRUE,2006,131,Drama,Z:\Databases\DVD_1\Images\085391117599F.JPG
Vai chamar mãe a outra!,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M116.15F.JPG
Valiant - Os Bravos do Pombal,Valiant,TRUE,TRUE,2005,72,Animação,Z:\Databases\DVD_1\Images\5608652027533.15F.JPG
Valmont,,TRUE,TRUE,1989,131,Drama,Z:\Databases\DVD_1\Images\5608652022385.15F.JPG
Verão Escaldante,Summer of Sam,FALSE,TRUE,1999,135,Drama,Z:\Databases\DVD_1\Images\IEFB3F99A8B7D57D6.15F.JPG
Verdade inquietante,Slow Burn,FALSE,TRUE,2005,93,Drama,Z:\Databases\DVD_1\Images\5600304179621.15F.JPG
Vestida para casar,27 Dresses,FALSE,TRUE,2008,106,Comédia,Z:\Databases\DVD_1\Images\3344428032791.8F.JPG
Vestida para matar,Dressed to Kill,TRUE,TRUE,1980,100,Horror,Z:\Databases\DVD_1\Images\5600304176903.15F.JPG
Viciados,Intervention,FALSE,TRUE,2007,87,Drama,Z:\Databases\DVD_1\Images\5606320000949.15F.JPG
Vidocq,,TRUE,TRUE,2001,100,,Z:\Databases\DVD_1\Images\5608652013819.15F.JPG
Vigaristas à Solta,Trial and Error,FALSE,TRUE,1997,94,Comédia,Z:\Databases\DVD_1\Images\5602193306065.15F.JPG
Vigaristas de Bairro,Small Time Crooks,TRUE,TRUE,2000,91,Comédia,Z:\Databases\DVD_1\Images\5601887436941.15F.JPG
Vigilância,Surveillance,TRUE,TRUE,2008,93,Crime,Z:\Databases\DVD_1\Images\5600304207409.15F.JPG
Vingadores Supremos - Vol.1,Ultimate Avengers - Vol 1,TRUE,TRUE,2006,68,Animação,Z:\Databases\DVD_1\Images\5608652029964.15F.JPG
Violetas Púrpura,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M117.15F.JPG
Viram-se Gregos Para Casar,My Big Fat Greek Wedding,TRUE,TRUE,2002,108,Comédia,Z:\Databases\DVD_1\Images\5608652016186.15F.JPG
Virtude Fácil,Easy Virtue,TRUE,TRUE,2008,97,Comédia,Z:\Databases\DVD_1\Images\5606320002387.15F.JPG
Vive e Deixa Morrer,Live and Let Die,TRUE,TRUE,1973,116,Acção,Z:\Databases\DVD_1\Images\IE74A1396A2EA53BE.15F.JPG
Você Tem Uma Mensagem,You've Got Mail,TRUE,TRUE,1998,115,Comédia,Z:\Databases\DVD_1\Images\7321976000065.15F.JPG
Volver - Voltar,Volver,TRUE,TRUE,2006,116,Drama,Z:\Databases\DVD_1\Images\5602193347914.15F.JPG
Vôo da Fénix,Flight of the Phoenix,TRUE,TRUE,2004,108,Aventura,Z:\Databases\DVD_1\Images\5600304168441.15F.JPG
Vulcão,Volcano,TRUE,TRUE,1997,100,Acção,Z:\Databases\DVD_1\Images\5600304163514.15F.JPG
W.,,TRUE,TRUE,2008,124,Drama,Z:\Databases\DVD_1\Images\5600304201742.15F.JPG
Wall Street,,FALSE,TRUE,1987,120,Drama,Z:\Databases\DVD_1\Images\5608652005593.15F.JPG
Wall Street: O dinheiro nunca dorme,Wall Street: Money Never Sleeps,FALSE,TRUE,2010,113,Drama,Z:\Databases\DVD_1\Images\5600304217781.15F.JPG
Wall-E,,TRUE,TRUE,2008,95,Animação,Z:\Databases\DVD_1\Images\5601887526895.15F.JPG
Warm Springs,,TRUE,TRUE,2005,120,Drama,Z:\Databases\DVD_1\Images\026359275227F.JPG
Wasabi - Duros de Roer,Wasabi,TRUE,TRUE,2001,90,Acção,Z:\Databases\DVD_1\Images\5601887441372.15F.JPG
Wilde,,TRUE,TRUE,1997,112,Drama,Z:\Databases\DVD_1\Images\5608652031127.15F.JPG
Willy Fog en la vuelta al mundo en 80 días,"Willy Fog: La vuelta al mundo en 80 días, el largometraje",TRUE,TRUE,1995,75,,Z:\Databases\DVD_1\Images\8421394506152.10F.JPG
Wimbledon: Encontro Perfeito,Wimbledon,TRUE,FALSE,2004,94,,Z:\Databases\DVD_1\Images\5050582320923.15F.JPG
Winnie the Pooh - O Espírito de Natal,Winnie the Pooh: Seasons of Giving,TRUE,TRUE,2004,61,Animação,Z:\Databases\DVD_1\Images\8717418013943.9F.JPG
Wonder Boys - Prodígios,Wonder Boys,TRUE,TRUE,2000,117,Drama,Z:\Databases\DVD_1\Images\5601887428298.15F.JPG
XIII: A conspiração,XIII: The Conspiracy,TRUE,TRUE,2008,180,Acção,Z:\Databases\DVD_1\Images\5606320001007.15F.JPG
Yakari na Terra dos Lobos,,TRUE,TRUE,2005,108,,Z:\Databases\DVD_1\Images\5601073814218.15F.JPG
Young Adam,,FALSE,TRUE,2003,97,Drama,Z:\Databases\DVD_1\Images\5608652022538.15F.JPG
Zona de impacto,Striking Distance,TRUE,TRUE,1993,105,Suspense/Thriller,Z:\Databases\DVD_1\Images\5606376263756.15F.JPG
